age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Self-emp-not-inc,171091,High school,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,355645,Lower education,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,20,Trinadad&Tobago,<=50K
54,Local-gov,137678,Some college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,70894,Associate degree,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
19,Private,171306,High school,9,Never-married,Sales,Own-child,White,Male,0,0,3,United-States,<=50K
31,Private,100997,Some college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
35,Private,63921,Lower education,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,32897,High school,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
29,Local-gov,251854,High school,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,345121,Lower education,6,Separated,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
46,Private,86220,Bachelor's degree,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,172845,Associate degree,11,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
20,Private,171398,Lower education,6,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,<=50K
24,Self-emp-not-inc,174391,High school,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
48,Private,207058,High school,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
37,Private,291251,High school,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,224377,High school,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,105813,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,180916,Some college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
31,Self-emp-not-inc,122749,Associate degree,11,Divorced,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,31069,Associate degree,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
26,Self-emp-not-inc,284343,Associate degree,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Private,319371,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
46,Private,174224,Associate degree,11,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,Private,127772,High school,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,44,United-States,>50K
48,Private,80651,High school,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,55,United-States,<=50K
46,Private,62793,High school,9,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
42,Private,191712,Bachelor's degree,13,Divorced,Sales,Not-in-family,White,Male,0,1590,40,United-States,<=50K
39,Self-emp-not-inc,237532,High school,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,54,Dominican-Republic,>50K
50,Federal-gov,20179,Master's degree,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
24,Private,311376,Bachelor's degree,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,432565,Associate degree,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,40,Canada,>50K
39,Self-emp-inc,329980,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,60,United-States,>50K
29,Self-emp-not-inc,125190,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,342946,Lower education,7,Never-married,Transport-moving,Own-child,White,Female,0,0,38,United-States,<=50K
32,Private,123429,Lower education,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Self-emp-inc,69209,Bachelor's degree,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818,0,30,United-States,<=50K
55,Private,66356,High school,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
41,Private,195897,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
44,Self-emp-inc,153132,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,52,United-States,>50K
18,Private,230875,Lower education,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
74,Self-emp-not-inc,92298,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
40,Private,185145,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,297296,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,145214,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Self-emp-not-inc,242341,Lower education,4,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
54,Private,240542,Some college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
36,Private,104772,High school,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,48,United-States,<=50K
26,Private,181666,High school,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
18,Private,415520,Lower education,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,258761,High school,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
50,Private,88842,Bachelor's degree,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States,>50K
32,Private,158438,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
57,Private,206206,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
20,Private,51816,High school,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K
27,Private,253814,Some college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Self-emp-not-inc,161745,Bachelor's degree,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,<=50K
60,Private,162947,Lower education,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
52,Private,163027,High school,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,50,United-States,<=50K
61,Private,146788,Lower education,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,73309,High school,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,>50K
59,Self-emp-not-inc,104216,Professional school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
34,Self-emp-not-inc,345705,High school,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,>50K
31,Private,133770,Associate degree,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
42,Private,209392,High school,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,35,United-States,<=50K
70,Private,262345,Some college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K
47,Private,277545,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,?,>50K
29,Private,490332,Some college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
27,Private,211570,Lower education,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
25,Private,374918,High school,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
51,Private,106728,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,60,United-States,>50K
28,Private,173649,High school,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,?,<=50K
35,Private,174597,Bachelor's degree,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,233533,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
46,Private,133169,Associate degree,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,198824,Associate degree,11,Separated,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
65,Private,174056,Lower education,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,188696,Associate degree,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Local-gov,90692,High school,9,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
34,Private,271933,Bachelor's degree,13,Never-married,Exec-managerial,Other-relative,White,Female,0,1741,45,United-States,<=50K
47,Self-emp-not-inc,102359,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
49,Federal-gov,213668,Master's degree,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,>50K
21,Private,294789,Some college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
20,Private,157599,Some college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
18,Local-gov,134935,High school,8,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,466224,Some college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,111985,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,264627,Some college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,213427,High school,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,279015,Some college,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K
47,Private,165937,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
27,Federal-gov,188343,High school,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
63,Private,158609,Associate degree,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,<=50K
34,Private,193036,Some college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
25,Private,198632,Some college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
54,Private,175912,High school,9,Widowed,Machine-op-inspct,Unmarried,White,Male,914,0,40,United-States,<=50K
35,Private,101387,High school,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,60783,Some college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
26,Private,183224,Some college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
59,Local-gov,100776,Associate degree,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,57600,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,?,<=50K
20,Private,174063,Some college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,306495,High school,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,249741,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,93021,High school,9,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K
36,Private,49626,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,63062,Some college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
55,Private,320835,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
22,Local-gov,123727,Some college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,21,United-States,<=50K
58,State-gov,110517,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4064,0,40,India,<=50K
43,Private,149670,Some college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,15,United-States,<=50K
39,Private,172425,Associate degree,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
40,Private,216116,Lower education,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Haiti,<=50K
46,Private,174209,High school,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
54,Federal-gov,175083,High school,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
19,Private,129059,Some college,10,Never-married,Sales,Own-child,Black,Male,0,0,30,United-States,<=50K
24,Private,121313,High school,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
24,State-gov,166851,Master's degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,United-States,<=50K
29,Self-emp-not-inc,29616,High school,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
56,Self-emp-inc,105582,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
34,Private,230246,Lower education,5,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K
56,Private,117881,Lower education,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,203408,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
19,Private,446219,Lower education,6,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Self-emp-inc,110331,High school,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
48,Private,207946,High school,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,<=50K
47,Private,188330,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K
52,Private,147629,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
40,Private,153799,Lower education,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,Dominican-Republic,<=50K
28,Private,203776,Lower education,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,168071,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
57,Private,348430,Lower education,2,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Portugal,<=50K
51,Private,103407,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,153205,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,?,<=50K
33,Private,326104,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
46,Private,238162,Bachelor's degree,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
50,Private,221336,High school,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
33,Private,180656,Some college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K
77,Self-emp-not-inc,145329,High school,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,401,0,20,United-States,<=50K
39,Private,315776,Master's degree,14,Never-married,Exec-managerial,Not-in-family,Black,Male,8614,0,52,United-States,>50K
35,Private,325802,Associate degree,12,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,24,United-States,<=50K
23,Private,133985,Lower education,6,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Private,269329,Associate degree,11,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,45,United-States,>50K
41,Private,183203,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
60,Private,76127,Associate degree,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
32,Private,195891,Bachelor's degree,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K
56,Federal-gov,162137,High school,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
45,State-gov,37672,Associate degree,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,161708,High school,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
